Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,44.832001,45.900002,40.202000,41.757999,38.120800,114675500
2014-02-01,41.636002,43.966000,40.580002,41.768002,38.129929,88025000
2014-03-01,41.481998,43.868000,39.068001,39.566002,36.119720,101863500
2014-04-01,39.518002,41.245998,37.660000,40.888000,37.442951,105372000
2014-05-01,40.956001,41.400002,37.380001,39.279999,35.970440,102177000
2014-06-01,39.400002,40.599998,37.139999,37.779999,34.596821,97731000
2014-07-01,37.967999,39.841999,36.480000,38.444000,35.326801,106832500
2014-08-01,38.402000,38.948002,37.056000,37.799999,34.735008,80003500
2014-09-01,37.990002,41.026001,36.854000,39.009998,35.846897,89995500
2014-10-01,39.009998,41.660000,38.683998,41.658001,38.411354,99785000
2014-11-01,41.689999,45.332001,41.689999,45.198002,41.675461,73047000
2014-12-01,45.202000,45.757999,42.939999,43.858002,40.439903,78656500
2015-01-01,44.077999,44.770000,40.448002,41.146000,38.048973,106801500
2015-02-01,41.416000,48.009998,41.113998,47.071999,43.528912,64461000
2015-03-01,46.978001,47.984001,45.175999,46.653999,43.142376,73842500
2015-04-01,46.532001,47.077999,44.231998,44.905998,41.643246,53628500
2015-05-01,44.849998,48.396000,44.807999,47.355999,43.915226,79860000
2015-06-01,47.498001,48.591999,44.382000,44.722000,41.472618,65719500
2015-07-01,45.037998,46.793999,44.318001,45.608002,42.425735,58438500
2015-08-01,45.773998,49.278000,44.056000,45.681999,42.494549,80648000
2015-09-01,44.911999,47.632000,44.698002,46.998001,43.718735,80017500
2015-10-01,46.801998,52.535999,44.928001,50.480000,47.107349,77830000
2015-11-01,50.304001,53.348000,50.150002,51.967999,48.495930,53830500
2015-12-01,52.304001,53.200001,48.074001,51.251999,47.827766,106383500
2016-01-01,50.450001,52.806000,48.068001,52.759998,49.386845,105212500
2016-02-01,52.658001,53.778000,45.698002,47.692001,44.642864,115589500
2016-03-01,46.563999,48.074001,45.444000,47.028000,44.021320,92292000
2016-04-01,46.972000,48.925999,45.875999,48.006001,45.099243,64866500
2016-05-01,48.105999,54.389999,47.619999,54.223999,50.940731,96797000
2016-06-01,54.223999,54.223999,48.150002,51.192001,48.092331,93463000
2016-07-01,50.984001,53.228001,50.178001,52.840000,49.803005,45452000
2016-08-01,52.939999,56.650002,52.450001,56.403999,53.162163,60513000
2016-09-01,56.514000,57.403999,53.416000,53.872002,50.775688,62085000
2016-10-01,53.667999,54.501999,52.619999,54.077999,51.124134,54018500
2016-11-01,53.599998,58.700001,52.265999,55.400002,52.373928,72710500
2016-12-01,55.500000,59.860001,55.380001,56.419998,53.338203,59483200
2017-01-01,56.900002,58.869999,55.799999,58.360001,55.330090,42764800
2017-02-01,58.419998,60.540001,56.799999,57.130001,54.163960,63118200
2017-03-01,57.830002,61.980000,57.610001,59.869999,56.761692,70334400
2017-04-01,60.049999,61.549999,58.799999,60.200001,57.264183,47258800
2017-05-01,60.500000,61.020000,57.910000,60.189999,57.254665,53873000
2017-06-01,60.650002,66.730003,60.110001,65.919998,62.705219,62830200
2017-07-01,66.070000,67.480003,65.190002,66.709999,63.654190,47038800
2017-08-01,66.790001,67.309998,63.220001,64.669998,61.707649,43571200
2017-09-01,64.839996,68.879997,63.930000,68.699997,65.553040,41184400
2017-10-01,68.860001,71.239998,64.910004,66.099998,63.263214,79560700
2017-11-01,66.199997,71.800003,65.279999,71.449997,68.383614,62849400
2017-12-01,71.349998,72.989998,69.300003,70.559998,67.531799,52940500
2018-01-01,70.769997,76.139999,69.559998,73.839996,70.870102,49805200
2018-02-01,74.010002,75.290001,66.919998,73.080002,70.140678,64982900
2018-03-01,73.040001,76.300003,70.290001,72.519997,69.603195,61333600
2018-04-01,72.489998,75.080002,69.800003,72.459999,69.768700,47443700
2018-05-01,72.239998,73.050003,67.699997,70.889999,68.257019,58470500
2018-06-01,71.620003,76.690002,71.599998,73.550003,70.818207,49894700
2018-07-01,73.309998,77.220001,72.209999,73.910004,71.391975,39713200
2018-08-01,74.050003,76.309998,72.059998,76.230003,73.632942,51578400
2018-09-01,76.309998,78.480003,74.660004,74.889999,72.338577,48161800
2018-10-01,75.019997,77.379997,72.110001,77.040001,74.644676,77219200
2018-11-01,77.629997,81.949997,75.650002,81.720001,79.179184,65566000
2018-12-01,82.209999,82.650002,69.690002,75.330002,72.987869,56704300
2019-01-01,74.489998,76.889999,71.199997,76.760002,74.602936,57957200
2019-02-01,77.040001,80.099998,74.010002,77.150002,74.981964,64442900
2019-03-01,77.519997,78.160004,71.900002,76.139999,74.000351,61114100
2019-04-01,76.610001,81.989998,76.489998,81.349998,79.358673,55328900
2019-05-01,81.239998,82.790001,78.870003,82.209999,80.197617,54156800
2019-06-01,82.300003,87.260002,81.940002,85.940002,83.836311,43168100
2019-07-01,86.690002,92.309998,85.709999,87.860001,85.985939,41033900
2019-08-01,87.019997,93.879997,85.790001,93.480003,91.486069,41787400
2019-09-01,93.120003,95.550003,88.989998,92.269997,90.301865,42528200
2019-10-01,92.199997,95.559998,89.940002,94.320000,92.590118,48117900
2019-11-01,94.940002,95.339996,89.089996,94.169998,92.442871,49237300
2019-12-01,94.160004,94.610001,90.010002,92.550003,90.852585,55473100
2020-01-01,92.839996,100.430000,91.949997,99.739998,98.208405,49619600
2020-02-01,100.150002,101.930000,86.830002,89.220001,87.849953,112385800
2020-03-01,89.940002,100.459999,63.509998,80.750000,79.510017,126974700
2020-04-01,77.379997,94.199997,77.169998,89.449997,88.395462,67743700
2020-05-01,88.550003,97.370003,87.510002,97.250000,96.103508,54916100
2020-06-01,97.400002,98.480003,90.010002,91.599998,90.520119,67455400
2020-07-01,91.680000,97.040001,90.839996,96.779999,95.947701,56839700
2020-08-01,97.120003,106.629997,95.040001,106.230003,105.316429,68079800
2020-09-01,105.900002,106.989998,96.669998,100.050003,99.189575,67039100
2020-10-01,101.089996,103.879997,92.410004,94.400002,93.868484,54468800
2020-11-01,95.870003,105.650002,93.970001,105.510002,104.915924,55971600
2020-12-01,106.209999,115.400002,105.639999,115.290001,114.640854,51149900
2021-01-01,115.900002,119.019997,108.949997,110.349998,110.035149,45706600
