Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,107.199997,118.360001,106.510002,115.449997,109.711739,18408800
2018-06-01,116.300003,119.989998,113.209999,115.099998,109.379150,48851000
2018-07-01,114.510002,120.650002,112.230003,112.980003,107.704163,14553400
2018-08-01,112.980003,135.649994,111.650002,135.139999,128.829346,20275900
2018-09-01,135.250000,138.240005,130.830002,131.949997,125.788315,14255400
2018-10-01,132.649994,133.699997,111.360001,116.940002,111.873230,20262900
2018-11-01,117.209999,119.889999,96.339996,105.870003,101.282860,31418500
2018-12-01,107.169998,107.279999,91.339996,96.250000,92.079689,22132100
2019-01-01,94.760002,102.160004,92.440002,100.830002,96.931404,14208400
2019-02-01,100.870003,104.349998,93.769997,101.250000,97.335159,21242400
2019-03-01,101.989998,104.769997,97.370003,103.690002,99.680832,19551900
2019-04-01,104.510002,118.650002,104.080002,118.129997,114.097260,20674900
2019-05-01,118.339996,125.769997,114.529999,124.870003,120.607162,20215500
2019-06-01,124.940002,133.449997,122.449997,127.680000,123.321243,15684100
2019-07-01,129.320007,136.990005,126.449997,127.120003,123.235008,12012600
2019-08-01,126.360001,131.660004,120.279999,129.440002,125.484108,16731600
2019-09-01,128.550003,132.110001,122.750000,124.430000,120.627228,9180500
2019-10-01,125.050003,126.709999,118.989998,125.220001,121.921257,13334700
2019-11-01,125.629997,126.769997,115.150002,123.709999,120.451035,11448000
2019-12-01,123.650002,124.949997,118.620003,123.540001,120.285515,11894600
2020-01-01,124.690002,134.300003,115.389999,119.150002,116.538132,12413300
2020-02-01,120.669998,123.809998,102.910004,104.360001,102.072350,20049200
2020-03-01,105.510002,107.220001,81.900002,94.830002,92.751251,33844400
2020-04-01,91.769997,116.989998,90.080002,116.000000,114.087952,16831300
2020-05-01,114.199997,122.739998,110.739998,121.099998,119.103882,14779900
2020-06-01,121.120003,128.029999,117.199997,126.190002,124.109993,16779400
2020-07-01,126.389999,134.410004,123.870003,134.339996,132.714142,10413800
2020-08-01,135.279999,144.500000,134.179993,137.399994,135.737091,11174000
2020-09-01,137.470001,143.740005,126.769997,132.000000,130.402451,10236200
2020-10-01,133.410004,146.039993,131.229996,137.600006,136.518631,9834600
2020-11-01,138.339996,153.339996,138.339996,146.880005,145.725708,8568600
2020-12-01,148.500000,154.220001,145.100006,153.199997,151.996017,12631700
2021-01-01,153.449997,158.360001,141.279999,141.309998,140.747650,12646400
